name,clustcoef,numNotes,numUniqueNotes,numEdges,connected,diameter,avgpathlen
"Donella Beaton",0.01184282014581273,360,17,45,True,7,2.724264705882353
"Donnybrook Fair",0.11173017969998787,184,11,30,True,4,2.3363636363636364
"Double Rise, The",0.0929185084424825,172,14,39,True,5,2.2967032967032965
"Doug Boyd's Favourite",0.06300837579136026,372,20,96,True,4,2.1289473684210525
"Down for a Brown",0.05139577533792183,160,12,29,True,5,2.515151515151515
"Dr. Brow",0.10351687603805801,177,13,32,False,NA,NA
"Drew James MacIntosh",0.11649170878786011,368,13,56,True,5,2.2243589743589745
"Drops of Brandy",0.09826845104651535,124,10,24,True,5,2.2
"Drunken Drummers Who Didn't Show Up, The",0.1260148465365327,328,13,38,True,4,2.1858974358974357
"Duck, The",0.0838339898364769,158,12,27,True,6,2.856060606060606
"Duncan The Gauger",0.09176287667975477,370,10,31,True,5,2.1222222222222222
"Dunrovin Farm",0.11789906424797218,360,10,48,True,3,1.6333333333333333
"Donald of the Sun, or Thady you Gander",0.0256127226000743,306,21,55,True,6,2.876190476190476
"E Minor Jig",0.1271320380289058,186,13,36,True,6,2.519230769230769
"East Beach",0.07374383555094935,176,10,26,True,4,2.1
"East House Room Ten",0.08129283693636813,374,9,33,True,4,1.7777777777777777
"Eavesdropper, The",0.10693053982774264,184,8,25,True,3,1.8392857142857142
"Eavesdropper",0.10069147066338786,180,10,22,True,5,2.3555555555555556
"Electric Pumpkin, The",0.07580842654050031,610,14,54,True,6,2.1868131868131866
"Elizabeth Kelly's Delight",0.08453741479496456,134,8,19,True,4,1.9821428571428572
"Ellis Kelly's Delight",0.15823616227471443,113,9,21,True,4,2.1527777777777777
"Elvis Breaks Down",0.11925793725851454,354,13,39,True,4,2.121794871794872
"Eviction, The",0.18277130463075633,362,11,43,True,4,1.8818181818181818
"Fasbinder's Deli",0.09996560665421035,322,15,49,True,4,2.1952380952380954
"Father O'Flynn",0.05033051566288268,180,27,46,True,12,4.51994301994302
"Fiddlers Rally, The",0.05008993546168058,717,24,92,True,5,2.4800724637681157
"Fiona Milne's Jig",0.10494029106192418,360,10,33,True,3,1.788888888888889
"Fiona's Jig",0.10225092754323616,381,11,38,True,3,1.8818181818181818
"Fittie Boatman, The",0.10086835645182239,163,12,35,True,4,2.257575757575758
"Flashman's March",0.06805705886793711,356,12,34,True,6,2.4242424242424243
"Flee the Glen",0.07188311617194797,163,15,42,False,NA,NA
"Fleshmarket Close",0.15003065989609696,170,9,24,True,4,2.1805555555555554
"Flight from Khazad-Dum, The",0.16821000786942694,376,10,38,True,3,1.7666666666666666
"Forgotten Jig, The",0.15147176313543737,180,10,31,True,5,2.111111111111111
"Foxhunter Etc., The",0.08474506907102154,314,18,80,True,4,2.0751633986928106
"Foxhunter's Jig, The",0.07813554345712126,292,24,53,True,6,3.079710144927536
"Foxhunter, The",0.05561418202652011,254,12,33,True,5,2.1893939393939394
"Foxhunters Jig, The",0.05851301590369121,290,24,56,True,7,2.983695652173913
"Fraher's Jig",0.08859850041431731,197,12,40,False,NA,NA
"Frenzy, The",0.10925837465204007,347,14,49,True,5,2.241758241758242
"Friar's Britches, The",0.15878511010464924,227,11,44,True,4,1.7727272727272727
"Frieze Breeches, The",0.16927448351887442,224,13,51,True,4,1.9807692307692308
"Fuddler, The",0.12578911134181567,180,9,27,True,4,1.9722222222222223
"Full Power",0.12836994523455508,182,11,29,True,4,2.2636363636363637
"Galician Jig",0.10372384962565458,352,12,42,True,4,1.9924242424242424
"Gallowglass, The",0.09944932965435915,175,12,34,True,5,2.272727272727273
"Gander in the Pratie Hole, The",0.21431430160800413,88,9,25,True,4,1.9027777777777777
"Gary Cheddy's Jig",0.07526832648259513,339,18,57,True,5,2.4313725490196076
"Geese in the Bog, The",0.10133196896043721,346,9,32,True,4,1.8055555555555556
"Gerbil In The Bubble",0.06089843379488335,366,14,50,True,4,2.0604395604395602
"Getting The Jist",0.20366632605838395,277,12,44,True,4,1.9621212121212122
"Ginger Jig, The",0.13323363444878528,185,10,36,True,4,1.8666666666666667
"Gingerhog's",0.14238935272644146,124,11,29,True,4,2.1363636363636362
"Girl From Dungannon Jig, The",0.13755330299109017,234,11,38,True,4,2.0636363636363635
"Glasgow City Bobbies, The",0.09755626799515116,376,10,30,False,NA,NA
"Glasgow City Police Pipers Pipeline",0.035010295347744275,376,15,30,True,6,2.942857142857143
"Glasgow City Police Pipers, The",0.02951301191782384,376,16,29,True,8,3.2375
"Goat Herd &, The Shepherd, The",0.03908934571950304,340,24,58,True,8,3.3260869565217392
"Goatherd and the Shepherd, The",0.052271732120854085,338,17,54,True,5,2.4669117647058822
"Going Somewhere",0.05172406592578959,85,13,29,False,NA,NA
"Gold Ring, The",0.03996790689177315,508,19,54,True,8,3.1578947368421053
"Golden Penny Jig",0.09203638768482501,338,12,33,True,5,2.257575757575758
"Granny McLeod",0.20339779742575442,184,8,21,True,3,1.8392857142857142
"Hag at the Churn, The",0.04985723715276606,78,10,19,True,6,2.6
"Hag with the Money, The",0.07112508639883212,190,8,28,True,4,1.7678571428571428
"Haiation Sensation, The",0.042553363317383026,168,15,37,False,NA,NA
"Hammer on the Anvil, The",0.023762216683020008,244,18,40,True,7,3.1601307189542482
"Handshaker, The",0.10329364663362259,352,13,42,True,4,2.25
"Hardiman The Fiddler",0.13622929352668842,96,13,30,True,5,2.5641025641025643
"Harlow's Fancy",0.08242239930902638,144,16,40,True,5,2.4875
"Haste To The Wedding",0.07832191607700689,178,12,31,True,6,2.5757575757575757
"Hen's March, The",0.07537549263391659,318,16,46,True,6,2.745833333333333
"Here We Go Again",0.18413336668987257,188,9,37,True,4,1.8055555555555556
"Here's Good Health to the Piper",0.07769208903258518,62,11,28,True,5,2.3
"Herringwife, The",0.05020164207634507,249,27,82,True,7,3.017094017094017
"Homewrecker, The",0.10750662685598966,363,12,45,True,5,2.0984848484848486
"Honey in the Bag",0.0727085146423338,182,13,22,True,6,3.1153846153846154
"Humours of Ballyloughlin, The",0.04491829949086339,358,12,53,True,3,1.7575757575757576
"Humours of Whiskey, The",0.05261458054495964,102,9,23,True,4,2.138888888888889
"I Ha'e a Wife o' My Ain",0.03453966250294378,186,13,29,True,6,2.5833333333333335
"I Would Have Preferred Thee At First But Not Now Sir",0.056564579378477135,160,12,26,True,5,2.537878787878788
"I'se The B'y",0.055461930594504695,76,10,20,True,6,2.7777777777777777
"In the Fiddler's House",0.05611915637743761,168,13,28,True,5,2.4743589743589745
"Ingleneuk, The",0.04971398597911982,168,12,34,True,4,2.212121212121212
"Irish Washerwoman, The",0.08429156791191231,371,17,46,True,5,2.4191176470588234
"Isabelle Blackley",0.12841323929904372,360,12,50,True,4,1.9090909090909092
"Isla MacLeod",0.041925171593538896,349,18,30,True,10,3.6862745098039214
"Jamie Rae",0.01256354312719816,148,18,35,True,7,3.4411764705882355
"Jessica's Jig",0.08675925077368604,250,15,40,True,6,2.7095238095238097
"Jessie Henderson",0.0648664828732945,263,13,40,True,6,2.4743589743589745
"Jig of Slurs, The",0.021934486136811055,372,25,65,True,7,3.095
"Jig of Slurs",0.06547983672701638,109,13,31,False,NA,NA
"Jig Runrig, The",0.034388433614939665,187,14,36,True,6,2.8131868131868134
"Jiggernaut, The",0.058365729339196204,272,24,74,True,5,2.596014492753623
"Joe Massey's Night Out",0.14487775528334843,376,8,42,True,3,1.3928571428571428
"John Paterson's Mare",0.020876579491705065,310,20,85,True,5,2.207894736842105
"John Russell Anderson",0.0684676429787115,338,17,61,True,6,2.4191176470588234
"Johny Maiden Jig, The",0.08596114866285953,341,11,45,True,4,1.8454545454545455
"Judge's Dilemma, The",0.04986665259423711,360,10,39,True,3,1.7333333333333334
"Juggernaut",0.045383233915751345,236,31,82,True,9,3.5505376344086024
"Justin's Spin Top",0.11481079259104232,312,12,46,True,4,1.9242424242424243
"Kelly's Jig",0.15325572097659926,104,9,20,True,5,2.2777777777777777
"Kenneth MacDonald's Jig",0.07196580387571247,337,16,52,True,6,2.5625
"Kenny Gillies of Portnalong",0.05575350649556759,376,9,29,False,NA,NA
"Kesh Jig, The",0.1290277926857663,186,8,24,True,5,2.2142857142857144
"Kicker, The",0.03167765027316948,328,14,34,True,5,2.6263736263736264
"Kid on the Mountain, The",0.11931987582721083,181,14,49,True,6,2.3131868131868134
"Kittie Lie Over",0.1342884953113435,172,11,34,True,4,1.990909090909091
"Lady In The Bottle",0.055730611541842605,178,17,46,True,6,2.75
"Larach Alasdair",0.05645719390767878,164,15,37,True,5,2.3190476190476192
"Lark in the Morning, The",0.16373516685120204,362,11,32,True,5,2.3727272727272726
"Last Run, The",0.11413750186760731,362,14,52,False,NA,NA
"Last Tango In Harris, The",0.11604772458384609,352,15,54,True,5,2.2333333333333334
"Leslie",0.03785092836745272,84,10,32,True,4,1.9
"Life is All Chequered",0.09696615370885951,138,14,31,True,6,2.7967032967032965
"Lilting Banshee aka Ballinasloe Fair, The",0.1444041114034975,176,10,27,True,5,2.3
"Lilting Banshee, The",0.13509651998693956,168,10,22,True,6,2.511111111111111
"Little Cascade, The",0.17480401635913465,556,11,43,True,3,1.809090909090909
"Little House Under the Hill, The",0.11019244340269894,94,9,20,False,NA,NA
"Loch Ness Monster, The",0.08281624068710355,364,23,65,True,5,2.6679841897233203
"Lockdown Jig",0.028316889723953253,135,22,46,True,6,3.0324675324675323
"Logan & Emily",0.10343772085760991,272,11,44,True,4,1.8454545454545455
"Long Island Jig, The",0.16296417506966915,282,8,33,True,3,1.5178571428571428
"Lord Dunmore's Jig aka The Bride's Jig",0.04209989093148062,326,13,55,True,4,1.9230769230769231
"Loss of Memory",0.06083599164283111,360,13,47,True,4,2.0448717948717947
"Mac's Jig",0.09759209651923707,384,13,49,True,5,2.1025641025641026
"MacDoughal Society Jig, The",0.1324276616151351,376,9,34,True,3,1.7222222222222223
"Magnus Orr",0.2139152371871038,180,11,35,True,3,1.9545454545454546
"Magpie, The",0.14050170272830448,192,9,29,True,4,1.9027777777777777
"Maher's Jig",0.04659650885907288,176,12,24,True,9,3.2954545454545454
"Major Nicholson's Fancy",0.06623438958945424,364,13,38,True,5,2.2756410256410255
"Makin' Bakin'",0.14262850269121408,384,8,33,True,3,1.5535714285714286
"Malcom the Menace",0.11436775196660115,176,12,35,True,5,2.2954545454545454
"Malts of Islay, The",0.15223730627551896,368,10,40,True,4,1.8333333333333333
"Marijke Blok",0.08655041327602965,370,11,40,True,3,1.809090909090909
"Marisa's Jig",0.09314848737291542,156,13,33,True,5,2.3205128205128207
"Marley Jig, The",0.19144402538684824,188,9,34,True,3,1.7916666666666667
"Massey Hall Turnaround",0.07525514395535608,352,13,39,True,5,2.3525641025641026
"Master of the Hill, The",0.12302596854182035,368,10,38,True,4,1.8333333333333333
"Mayan",0.16516093213771266,184,8,24,True,4,1.9285714285714286
"McGuire's Jig",0.0296672282126557,340,13,47,True,4,1.9743589743589745
"McKenna's Ceilidh",0.040026811721096255,166,15,41,False,NA,NA
"McKerrell's Helium Powered Uilleann Pipes",0.13109293473795885,338,13,57,True,4,1.9102564102564104
"McLachlan Bagpipes Team, The",0.07936283305968163,324,14,48,True,4,2.0164835164835164
"McPherson of Mosspark",0.08647428137581631,336,16,50,True,5,2.3291666666666666
"Melody Wrecker, The",0.0987755153174959,172,18,42,True,6,2.7679738562091503
"Merrily Kiss (Danced) the Quaker's Wife",0.08631384984545068,134,10,28,True,4,1.988888888888889
"Merry Go Round, The",0.09931716897161272,542,14,72,True,3,1.7857142857142858
"Michael's Ears",0.1348953970951677,264,7,34,True,3,1.3571428571428572
"Mike Cassidy",0.09053093404837546,307,14,32,True,6,2.5934065934065935
"Milk Bottle Eyes",0.19255274830368965,368,10,51,True,3,1.5444444444444445
"Mill in the Glen, The",0.04164856465492342,320,12,46,True,4,1.9621212121212122
"Millstead, The",0.06464407984392719,336,12,38,True,5,2.3484848484848486
"Mini Me",0.047355699554524525,193,10,30,False,NA,NA
"Minnie Hynd",0.018502393119414526,158,15,31,True,7,3.0904761904761906
"Mispec Follies",0.08718588723608117,146,13,36,True,5,2.25
"Miss Campell of Sheerness",0.06588047597772345,174,13,35,True,5,2.4038461538461537
"Miss Madelyn Madsen",0.05550736423958825,593,13,58,True,5,2.141025641025641
"Mission, The",0.07943824252897182,350,17,44,False,NA,NA
"Mockingbird",0.10328112544177236,368,11,32,True,5,2.1454545454545455
"Moll Roe",0.1172078273326106,59,11,23,True,5,2.4909090909090907
"Montague's",0.08093950933609712,370,16,50,False,NA,NA
"Moon Dog, The",0.030804675445263288,172,13,29,True,6,2.5961538461538463
"Moonlight on the Heather",0.03848526273406627,316,19,54,True,6,2.7982456140350878
"Morrison's Jig",0.070915382195809,179,13,38,True,5,2.2051282051282053
"Morven",0.15031477401294377,321,9,36,True,3,1.625
"Mrs Ann Gloag of Balcraig",0.03596262236700348,172,11,27,True,5,2.3363636363636364
"Mrs. Cathy MacLeod",0.08011449970650611,260,13,40,True,5,2.33974358974359
"Mrs. Eileen Hardy",0.17308604077039405,88,10,25,True,4,2.2111111111111112
"Mudchute",0.04218621750406763,356,10,25,True,3,1.8555555555555556
"Mull of Kintyre, The",0.04461588153515459,164,16,49,False,NA,NA
"My Darling Asleep",0.1250451792257039,86,10,22,True,6,2.6666666666666665
"My Jig",0.1763120880749353,374,11,48,True,4,1.7818181818181817
"Neil Selbie's New Dronereeds",0.05524330100065229,304,14,41,True,5,2.087912087912088
"New Year In Noosa",0.14118362792516584,179,11,37,False,NA,NA
"Niamhlin, The",0.0300309786625188,318,28,63,True,8,3.3452380952380953
"Nightmare on Ringhaddy Avenue",0.10462248792826503,384,8,34,True,3,1.5357142857142858
"Noo 'At, The",0.011690659575016063,131,15,29,True,6,2.9761904761904763
"O'Farrells Welcome to Limerick",0.09959561233571307,162,11,42,True,4,1.9272727272727272
"O'Keefe's Slide",0.021135661542389838,138,16,36,True,7,3.0416666666666665
"O'phidian's Flight",0.1257770629586859,338,15,54,True,4,2.0714285714285716
"Old Hag at the Churn aka O'Dubhshlaine's Jig",0.09955086761414507,176,10,29,True,4,2.2222222222222223
"Old Hag at the Churn",0.08054293954086787,61,11,25,True,6,2.481818181818182
"Old Wife of the Mill Dust, The",0.022136339892245966,470,15,47,True,6,2.3523809523809525
"Old Woman's Dance",0.12455131269467021,358,9,34,True,3,1.6805555555555556
"On a Roll",0.07625262590197905,324,15,51,True,5,2.2
"One Before We Go",0.1764738198400291,141,10,37,True,4,1.7555555555555555
"Out in the Ocean",0.07087888699747949,93,10,28,True,4,2.2777777777777777
"Out of the Blue",0.12438273004134688,339,14,44,True,5,2.3241758241758244
"Paddy Be Easy",0.06561681850292292,108,12,24,True,6,2.712121212121212
"Paddy Clancy's",0.09396726405366293,93,11,30,True,4,2.1636363636363636
"Paddy O'Rafferty",0.08799446575778064,342,11,34,True,4,2.036363636363636
"Paddy's Leather Breeches",0.07085846286195205,330,10,31,True,5,2.022222222222222
"Panda, The",0.056227541537606875,184,10,32,True,5,2.033333333333333
"Park Hotel Revisited, The",0.03668105191143905,340,14,47,True,4,2.098901098901099
"Pat's Wee Medal",0.06648106793740362,136,12,22,True,5,2.772727272727273
"Patrick Jacob",0.02725685524293068,184,10,22,True,3,1.9333333333333333
"Patsy Geary's",0.05894871927692128,160,14,42,True,4,2.1648351648351647
"Phathom Piper, The",0.0644480811467676,218,12,36,True,5,2.1742424242424243
"Pipe Major Arniston Ichol",0.08696892305172915,365,12,43,True,4,2.007575757575758
"Pipe Major Dave Dakin",0.060380085199288655,185,11,33,True,5,2.3636363636363638
"Pipe Major Lee's Contention",0.051487851770968554,326,16,60,True,4,2.2291666666666665
"Pipe Major Sean Hall",0.09172727173774943,282,12,45,True,4,1.9318181818181819
"Pipemajor Steven Young",0.066849118516038,360,11,47,True,4,1.8363636363636364
"Piper Joerie Besnyoi",0.1272316267634538,368,10,43,True,4,1.7666666666666666
"Polar Bear, The",0.06318019696853466,318,15,44,True,4,2.242857142857143
"Pony Gallop, The",0.03564219551310385,336,16,33,True,7,2.9583333333333335
"Port Sheain tSeosaimh",0.017927132062128273,172,13,34,True,5,2.4743589743589745
"Queen of the Rushes",0.08395877204082965,229,16,45,False,NA,NA
"Quench The Dreuth",0.08094755220055301,260,12,39,True,4,2.106060606060606
"Rakes of Kildare, The",0.0773663410122907,331,15,43,True,7,2.5761904761904764
"Reay Mackay",0.11580721373033415,376,11,37,True,4,2.0545454545454547
"Redhaired Hag, The",0.14302062369628726,141,10,33,True,4,1.9
"Relentless Nag, The",0.111843336528037,178,12,34,True,4,2.3181818181818183
"Resolis",0.03626176702497077,348,14,32,True,7,2.741758241758242
"Ridgeway's Jig",0.05634104810833892,365,12,40,True,4,1.946969696969697
"Road to Lisdoonvarna, The",0.07637552494930433,138,16,43,True,5,2.6958333333333333
"Road to the Mull of Oa, The",0.09024886693744837,384,8,32,True,3,1.6607142857142858
"Robin and Lin's Wedding",0.125607593897841,358,9,33,True,3,1.7361111111111112
"Rocking The Baby",0.17366238309261067,180,9,26,True,4,1.8611111111111112
"Rocky Road to Dublin, The",0.061611278613053,294,16,38,True,6,2.591666666666667
"Roger the Tin Man",0.08817909114493523,352,12,50,True,4,1.9621212121212122
"Rooster, The",0.06889713144332317,173,13,33,False,NA,NA
"Rory Gallagher",0.23500955930429118,188,8,29,True,3,1.5892857142857142
"Rory MacLeod",0.044818632449370045,454,12,45,True,4,2.022727272727273
"Round Cnaidhl Loch",0.05302965087937301,766,9,33,False,NA,NA
"Sam's Strathspey",0.12658066748012445,185,11,36,False,NA,NA
"Sancho's Menudo",0.15501655987130677,342,13,55,True,4,1.858974358974359
"Sarcastic Turnkey, The",0.13542817857689307,384,8,41,True,3,1.375
"Scarce O' Tatties",0.05801067095492657,240,19,53,True,7,2.807017543859649
"Scooter The aka Baldrick's Jig",0.0954088795095056,376,9,35,True,3,1.6666666666666667
"Scotland the Brave Jig",0.08969386040805488,188,9,28,True,4,1.9027777777777777
"Sea Gull, The",0.14848902200876252,386,8,23,True,4,1.9821428571428572
"Seagull, The",0.1511829032598057,384,8,22,True,4,1.9821428571428572
"Sean Coghlan's Jig",0.09780463562775557,264,9,26,True,4,1.875
"Sean Doherty's Dance",0.03471316715618174,185,9,30,True,4,1.8055555555555556
"Sean's Jig",0.11102634469398062,82,14,33,True,6,2.8956043956043955
"Seumas Taylor's Rant",0.07391730323701154,376,10,42,True,3,1.7444444444444445
"Simple Jig, The",0.15147176313543737,180,10,31,True,5,2.111111111111111
"Slip Jig Set A Fig for a Kiss",0.05926520742464213,668,18,89,True,4,1.9705882352941178
"Smash the Windows aka Roaring Jelly",0.07560147539547381,240,16,59,True,4,2.0875
"Snuff Wife, The",0.07897834471855888,362,13,44,True,6,2.2564102564102564
"Snug in the Blanket",0.08920583691161724,168,13,36,True,5,2.4294871794871793
"Sons of Thunder",0.0636954365431098,348,13,38,True,5,2.3141025641025643
"Spice of Life",0.09649570823675295,308,13,46,False,NA,NA
"Spicy McHaggis Jig",0.08315489943890357,178,12,34,True,5,2.462121212121212
"Sporting Pitchfork, The",0.11849391010792838,188,10,33,True,6,2.3222222222222224
"Star Chase, The",0.10462118975954664,334,11,45,True,3,1.7545454545454546
"Stewart MacKintosh The Jig",0.08788742368789268,376,10,34,True,4,1.9444444444444444
"Still To Be Named",0.026604444140914122,307,32,84,True,7,3.1733870967741935
"Stool of Repentance, The",0.10630972739051302,319,16,55,False,NA,NA
"Stool of Repentence",0.1099078958035647,316,15,54,True,5,2.1619047619047618
"Sugradh na hOiche Areir",0.08460325111261632,232,13,34,True,5,2.3076923076923075
"Summerside Caledonia Pipe Band",0.10623343291475501,323,13,47,True,4,2.019230769230769
"Swaggering Jig, The",0.10942586135031353,131,13,30,False,NA,NA
"Sweet Biddy Daly (Health to the Ladies)",0.061297565347957876,94,11,28,True,6,2.6818181818181817
"Table Philosophers Society, The",0.09025305050604854,179,11,34,True,4,2.0272727272727273
"Tar Road to Sligo, The",0.19593789340514728,117,10,38,True,4,1.8444444444444446
"Tenpenny Bit, The",0.04598173650756805,174,18,39,True,7,3.2058823529411766
"Tenpenny Bit",0.051621786599409865,200,15,35,True,6,2.657142857142857
"Tessa's Jig",0.10530139691396014,336,11,36,True,5,2.1272727272727274
"That Dawg Don' Hunt",0.10060210422434601,380,12,44,False,NA,NA
"Thief of Lochaber, The",0.0617338719652408,342,13,54,True,4,1.9487179487179487
"Thornton Dick",0.11022481875581683,120,10,24,True,4,2.1333333333333333
"Three Prophets, The",0.09222538538983877,369,10,50,True,3,1.5666666666666667
"Throwing Smoke",0.11370379668088151,370,10,38,True,4,1.8222222222222222
"Thunderhead",0.11074902131763614,184,9,31,True,4,1.8194444444444444
"Thunderstruck - Jig",0.04921989779497564,1050,16,91,True,4,1.85
"Thythtemth Ewwo",0.15276796001321374,185,8,29,True,3,1.5892857142857142
"Time Tripping",0.1084954365969566,175,10,33,True,5,2.033333333333333
"Timepiece, The",0.05443288335429803,368,13,43,True,5,2.2884615384615383
"Tiocfaidh tu Abhaile liom",0.141224601421751,175,12,33,True,6,2.4166666666666665
"Titan's Ceilidh, The",0.05399411408285469,266,10,30,True,4,2.1
"Tom Anderson",0.05979510059619353,295,14,50,True,8,2.60989010989011
"Toots and Hickory",0.12920102950828033,358,11,43,True,4,1.790909090909091
"Train To Glascow",0.06678655368822516,320,11,42,True,4,1.9272727272727272
"Trip to Sligo, The",0.1355138988495704,184,14,46,True,5,2.3076923076923075
"Troy's Wedding",0.1073933565227777,351,14,56,True,4,2.032967032967033
"Tullymore House",0.03278651647661944,190,13,34,True,6,2.621794871794872
"Tygar's Smallpipe Obsession",0.14374886132782927,330,10,42,True,4,1.788888888888889
"Underneath the Carribean",0.009071309295122383,124,19,34,False,NA,NA
"Unknown Jig",0.05214490150219344,172,22,39,True,8,3.7467532467532467
"Up and Down Again",0.030105693969597624,202,19,33,True,8,3.692982456140351
"Voodoo Piper's Jig, The",0.06869989726264987,349,16,51,True,5,2.5208333333333335
"Walking the Floor",0.01548026632191782,164,23,37,True,9,3.994071146245059
"Weaver, The",0.08611820291069593,250,11,40,True,4,1.9272727272727272
"Wee Buns",0.10493376925312821,156,11,32,True,5,2.1363636363636362
"Wee Geordie",0.11554488747625485,176,9,30,True,5,2.013888888888889
"Wee Howff, The",0.11556138587681512,371,8,43,True,3,1.375
"Weird Jig, The",0.11788069964898536,384,8,30,True,3,1.6071428571428572
"Welcome the Piper",0.07084158346020585,69,8,20,True,4,2.0357142857142856
"West End Hotel, The",0.048681621923269164,134,13,29,True,7,2.967948717948718
"Wha'll Be King But Charlie",0.08443197551886811,210,16,42,True,6,2.8
"Whiskey Boeys, The",0.14462201089587548,384,7,30,True,2,1.380952380952381
"Whistlebinkies, The",0.08533252959014351,257,14,45,True,5,2.2857142857142856
"Whistling Postman, The",0.17920051667186573,181,11,36,True,4,2.0090909090909093
"Whitby Runaround, The",0.07988971387092038,348,13,61,True,5,1.955128205128205
"Wild Mouse, The",0.08527797626895575,207,18,51,False,NA,NA
"Willie Clancy's Paidin O'Raifeartaigh",0.10506780230844354,376,9,39,True,3,1.625
"Winston Coughlan's Valediction",0.04671116870618109,361,25,70,True,7,2.92
"Winter Time Summer",0.09138544091066568,184,12,39,True,6,2.356060606060606
"Wolfstone",0.08927256684081948,354,12,44,True,5,2.053030303030303
"Wossamotta",0.10275050583430008,164,12,32,True,5,2.3333333333333335
"A Cup of Tea",0.025589971206768636,114,20,34,False,NA,NA
"A Wee Spanish Twist",0.0947613026889448,429,14,58,True,5,2.10989010989011
"A.W. Berthoff's Reel",0.19710303948497435,250,10,35,True,4,1.8777777777777778
"After Curfew",0.10894131487718907,119,11,38,True,5,2.0545454545454547
"Ainsley Morrison",0.0015478688570218398,111,18,35,True,7,3.454248366013072
"Alan McDonalds",0.0673205975189805,116,14,33,True,5,2.5824175824175826
"Ale is Dear, The",0.05357689170186866,113,18,39,True,6,3.052287581699346
"Alick C McGregor",0.05602383988623673,244,16,52,True,5,2.316666666666667
"Alick Cameron (Champion Piper)",0.054513230114294826,242,22,75,False,NA,NA
"Alma Incident, The",0.19045400412446192,290,15,62,True,4,2.0
"Amy's Reel",0.04732016693721229,113,17,38,True,6,3.0330882352941178
"Ardvasar Blacksmith, The",0.07305134479660783,111,17,26,True,9,3.7205882352941178
"Arnish Light",0.04466726278989847,275,23,60,True,8,2.9782608695652173
"Auld Fiddler, The",0.14145452979191653,163,10,34,True,4,1.788888888888889
"Banjo Breakdown",0.058854233893100294,336,18,58,True,5,2.281045751633987
"Bard From Centauri, The",0.07835061305791492,102,15,40,True,5,2.4761904761904763
"Bartibog",0.056671042920189506,498,21,73,True,6,2.788095238095238
"Bass Face",0.12601752313587894,222,12,35,True,4,2.037878787878788
"Bean Pheadrin",0.07013543771146481,113,13,29,False,NA,NA
"Behind The Blowstick",0.09925911078543251,252,9,27,True,4,1.9444444444444444
"Bi ag Treabhadh leat",0.16643491393004625,258,9,27,True,4,2.0
"Big Road Brusher, The",0.04530981289520792,246,24,70,True,7,3.0869565217391304
"Black Mill The aka Am Muilean Dubh",0.08911417991599928,177,17,38,True,8,3.0808823529411766
"Bletherskate, The",0.10793796478066517,118,10,28,True,4,2.022222222222222
"Blonde Haired Maiden",0.16249118340273477,119,10,26,False,NA,NA
"Brianna's Delight",0.03909959750837713,303,18,54,True,6,2.5620915032679736
"Broken Chanter, The",0.0762524441298495,192,9,17,True,5,2.4583333333333335
"Broken Circle, The",0.0026455230297141733,184,21,59,True,6,2.8
"Broken Tail",0.10753780307769976,110,11,28,True,4,2.1545454545454548
"Brolum, The",0.04432297496565915,248,19,56,True,8,3.0350877192982457
"Brown Haired Maid The (Ridhle Mo Nighean Donn)",0.0318557233723322,321,22,56,True,7,3.235930735930736
"Buchanan's Reel",0.1240539352273886,250,11,47,True,3,1.7454545454545454
"Cameronian Rant Reel, The",0.09760097468218507,494,17,85,False,NA,NA
"Captain Lachlan MacPhail of Tiree",0.05954890007950509,234,16,61,False,NA,NA
"Cascade, The",0.06519506261966718,244,9,40,True,3,1.5555555555555556
"Castle Rock Celeidh",0.10985165096486635,222,13,44,True,4,2.108974358974359
"Christmas Carousin'",0.020880322999581043,154,21,36,True,9,3.7666666666666666
"Colonel Fraser",0.1078630393962488,439,15,60,True,4,2.066666666666667
"Colonel MacDougall of Dunolly's",0.08776129471982362,108,17,35,True,6,2.9154411764705883
"Colonel Stuart of Garth",0.057266364028023334,128,15,33,True,6,2.857142857142857
"Commoner's Reel",0.02616716509698693,110,20,44,True,6,2.8394736842105264
"Congress Reel, The",0.08851081062074272,112,14,40,False,NA,NA
"Craig's 'Pipes",0.09463612980610575,188,11,34,False,NA,NA
"Crazy Carpet Reel",0.16051888601001704,241,11,43,True,4,1.9454545454545455
"Creatively Blocked",0.0861505105041403,250,10,46,True,4,1.6666666666666667
"Cussin' Mary",0.1461941295052829,252,11,38,True,4,2.0454545454545454
"Dangling Drummer",0.08856282195125989,210,13,39,True,5,2.3141025641025643
"Dead Reckoning",0.1718212090372699,236,10,28,True,5,2.2222222222222223
"Deil Amang the Tailors, The",0.07714747118407872,114,16,34,True,8,3.125
"Devil Among the Tailors, The",0.057068428749289704,116,16,35,True,7,3.220833333333333
"Devil's Staircase, The",0.1253428163839549,458,12,52,True,4,1.8257575757575757
"Dinkys",0.16794711454112762,246,10,37,True,3,1.788888888888889
"Double F Dilema, The",0.10238057253466341,361,14,53,True,4,1.9945054945054945
"Dr. MacPhail's Reel",0.04464097720372273,243,19,50,True,8,3.0116959064327484
"Drum Major John Seton",0.025181239401353746,238,25,61,True,9,3.283333333333333
"Drummond's Rant",0.0678707763484963,286,14,39,True,5,2.456043956043956
"Ducking and Diving",0.074728296360498,564,15,52,True,5,2.2476190476190476
